;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
000000001653;;ACCESS POINT TPLINK EAP 610-OUTDOOR WIFI 6 2.4GHZ 5GHZ;;ACCESS POINT EAP610;;176,00;;12 MESES;;;
000000001685;;"ACCESS POINT TPLINK PHAROS CPE220 300MBPS 2.4GHZ 300MBPS
12DBI";;ACCESS POINT CPE220;;45,89;;12 MESES;;;
000000001016;;ADAPTADOR AMERICANO;;ADAPTADOR;;1,00;;N/A;;;
000000001195;;"ADAPTADOR INALAMBRICO USB TP-LINK ARCHER T2U AC600 DUAL
BAND";;T2U;;14,38;;12 MESES;;;
000000000009;;ADAPTADOR MERCUSYS MW300UH INAL. USB HIGH GAIN 30;;MW300UH;;13,28;;12 MESES;;;
000000000006;;ADAPTADOR TL-WN823N MINI USB 300MBPS;;WN823N;;10,96;;12 MESES;;;
000000001520;;"ADAPTADOR TP-LINK ARCHER T9UH AC1900 INALAMBRICO DE BANDA
DUAL";;ARCHER T9UH AC1900;;89,39;;12 MESES;;;
000000000361;;"ANTENA NETPRO NI09OA-000 9DPI INDOOR DESKTOP 2.4Hz
OMNI-DIECTIONAL";;NI09OA-000;;5,00;;1 MESES;;;
000000000933;;BOBINA U- UTP CAT6 INTERIORES 305MTS;;UTP CAT6 305MTS;;65,80;;N/A;;;
000000001567;;DECO HALO MERCUSYS H30G(3-PACK) AC1300 WHOLE HOME WIFI;;HALO H30G (3-PACK);;130,55;;12 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 24/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000001193;;DECO HALO MERCUSYS H50G(3-PACK) AC1900 WHOLE HOME WIFI;;HALO H50G (3-PACK);;167,66;;12 MESES;;;
000000000895;;MINI ADAPTADOR MERCUSYS MW300UM INAL. USB MINI 300MBPS;;MW300UM;;9,49;;12 MESES;;;
000000000373;;MODEM + ADSL2 EXPLORE HG-A1101;;HG-A1101;;14,95;;12 MESES;;;
000000001737;;MODEM NET CORE NM401P PLUG AND PLAY;;NM401P;;13,20;;3 MESES;;;
000000000972;;MODEM NET CORE NM403 PLUG AND PLAY;;NM403;;19,52;;3 MESES;;;
0000000001770;;MODEM+ROUTER FIBER HOME;;;;26,40;;6 MESES;;;
000000000007;;MODEN ROUTER MERCUSYS MW300D 300MBPS N ADLS2;;MW300D;;27,40;;12 MESES;;;
000000000515;;RANGE EXTENSOR TP-LINK RE205 AC750 2 ANTENAS;;RE205 AC750;;36,90;;6 MESES;;;
000000000529;;"ROUTER GAMING TP-LINK AX11000 ARCHER AX11000 US WIRELESS 6
2X4804MBPS 5GHZ 1148MBPS 2.4GHZ 8 ANTENAS DOBLE BANDAS 3M";;AX11000;;293,47;;12 MESES;;;
000000001758;;ROUTER MERCUSYS MR30G DOBLE BANDA GIGABIT AC1200 4A;;MR30G AC1200 4A;;67,47;;12 MESES;;;
000000000396;;ROUTER MERCUSYS MR70X WI-FI 6 AX1800 DOBLE BANDA;;MR70X WI-FI 6 AX1800;;67,47;;12 MESES;;;
000000000313;;ROUTER MERCUSYS WIFI MW325R 2.4 GHZ 4 ANTENAS;;MW325R;;20,49;;12 MESES;;;
000000001192;;ROUTER MW306R MERCUSYS 300MBPS MULTI-MODE 3 ANT;;MW306R;;18,14;;12 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 25/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000001572;;"ROUTER TP-LINK ARCHER A6 AC1200 MU-MIMO BANDA DUAL 4
ANTENAS";;ARCHER A6 AC1200;;48,58;;12 MESES;;;
000000000937;;ROUTER TP-LINK ARCHER C20 AC750 INALAMBRICO DE BANDA DUAL;;AC750 C20;;35,42;;12 MESES;;;
000000001739;;ROUTER TP-LINK ARCHER C6 AC1200 INALAMBRICO DE BANDA DUAL;;ARCHER C6 AC1200;;56,28;;3 MESES;;;
000000000920;;ROUTER TP-LINK DECO E4 (3-PACK) AC1200 WHOLE HOME;;DECO E4 (3-PACK);;153,70;;12 MESES;;;
000000001345;;ROUTER TP-LINK TL-WR840N INALAMBRICO 300MBPS;;TL-WR840N;;21,51;;12 MESES;;;
000000000413;;ROUTER TP-LINK WR820N 300MBPS 2T2R;;WR820N;;19,42;;12 MESES;;;
000000000535;;"SWICH TP LINK TL-SG1016 16 PUERTOS 10/100MBPS PARA MONTAJE
EN RACK";;TL-SG1016;;78,20;;12 MESES;;;
000000000016;;SWITCH LS1008 8PTOS 10/100M DESK;;SWITCH LS1008 8PTOS;;11,60;;12 MESES;;;
000000000360;;SWITCH TL-SG1024 24 PTOS 10/100M RACK;;TL-SG1024 24 PTOS;;105,97;;12 MESES;;;
000000001258;;SWITCH TP-LINK SG1024D 24 PORT GIGABIT 10/100/1000M RJ45;;SG1024D 24 PORT;;110,43;;12 MESES;;;
000000000935;;SWITCH TPLINK LS1005 5 PUERTOS 10-100;;LS1005 5 PUERTOS;;9,49;;12 MESES;;;
000000001194;;TP-LINK DECO M4 (3-PACK) AC1200 WHOLE HOME;;DECO M4 (3-PACK);;210,83;;12 M;;;
REGULADOR Y UPS;;;;;;;;;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 26/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000001430;;MINI UPS MARSRIVA KP2 10000MaH 100-240VAC/0.5A PoE 24v/ 0.5A;;KP2;;27,31;;6 MESES;;;
000000001431;;"MINI UPS MARSRIVA KP3 10000MaH 12V POWER ADAPTOR DC CABLE
MALE TO MATE";;KP3;;27,31;;6 MESES;;;
000000001432;;"MINI UPS MARSRIVA KP5 30W 32.5Wh (3.7V /8800mAh) 100-240Vac /
50-60Hz PoE 15v / 24V / 1.0A";;KP5;;40,97;;6 MESES;;;
000000001408;;"PROTECTOR DE VOLTAJE PICKENS V069 MULTIPROPOSITO 2 SALIDAS
120V 15A";;V069;;12,87;;3 MESES;;;
000000001407;;PROTECTOR DE VOLTAJE PICKENS V071 3 SALIDAS 120V 15A;;V071 3 SALIDAS;;20,75;;3 MESES;;;
000000000022;;"PROTECTOR U1200VA 8 TOMAS v 110-240VAC FREC RANGO 50 O 60 HZ
CON 2 PTOS USB";;U-PTC 1200USB;;13,92;;3 MESES;;;
000000000842;;REGULADOR ABLEREX R1208 1200VA/ 600W/ 120V/ AVR/ 8 TOMAS;;R1208;;23,46;;3 MESES;;;
000000001441;;"REGULADOR DE VOLTAJE APC LS600-LM60 BACK-UPS 600VA 8 OUTLETS
120V 60HZ";;LS600-LM60;;21,10;;3 MESES;;;
000000000023;;REGULADOR U U-AVR 1000VA 8 TOMAS voltaje 110/115/120 VAC;;U-AVR1000;;14,98;;3 MESES;;;
000000001563;;TRANSFORMADOR U 12V DC / 5 AMP;;12V DC / 5 AMP;;5,44;;;;;
000000001439;;UPS APC BVX1200L-LM BACK-UPS 1200VA 120V AVR CHARGING;;BVX1200L-LM;;125,56;;12 MESES;;;
000000001278;;UPS APC BVX700LU-LM BACK-UPS 700VA 120V AVR W/USB CHARGING;;BVX700LU-LM;;72,43;;1 AÑO;;;
000000001740;;UPS APC BVX900L-LM BACK-UPS 900VA 120V AVR W/USB CHARGING;;BVX900L-LM;;97,42;;12 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 27/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000001440;;UPS APC BX1500M-LM60 BACK-UPS PRO1500VA 900W 10OUTLETS;;BX1500M-LM60;;258,48;;12 MESES;;;
000000001571;;UPS APC BX2000M-LM BACK-UPS 2000VA 120V AVR NEMA;;BX2000M-LM;;247,37;;1 AÑO;;;
000000001277;;UPS APC BX600L-LM BACK-UPS 600VA 300WATTS AVR;;BX600L-LM;;63,29;;12 MESES;;;
000000001606;;UPS EXPLORE LITE XL1000 1000VA/ 600W;;XL1000 600VA;;77,28;;6 MESES;;;
000000001605;;UPS EXPLORE LITE XL800 800VA/ 480W;;XL800 800VA;;44,85;;6 MESES;;;
000000000060;;UPS INTERACTIVO U 750VA CON REGULADOR DE VOLTAJE 8 TOMAS;;750VA;;50,65;;12 MESES;;;
SILLA;;;;;;;;;;;
000000001305;;SILLA SECRETARIAL MICHIGAN;;MICHIGAN;;51,52;;N/A;;;
TABLET;;;;;;;;;;;
000000000844;;"TABLET LENOVO TB-8506F M8 3GEN 8"" 32GB 3GB RAM ANDROID 11";;TB-8506F;;97,58;;6 MESES;;;
TARJETA DE VIDEO;;;;;;;;;;;
000000000808;;TARJETA DE VIDEO GENERICA 1GB DDR3 REFURBISH;;1GB REFURBISH;;28,99;;6 MESES;;;
000000001575;;"TARJETA DE VIDEO GIGABYTE AMD RADEON RX 6500 XT GAMING OC 4G
DDR6 64-BIT";;RX6500XT AMD RADEON;;325,75;;6 MESES;;;
000000001576;;TARJETA DE VIDEO GIGABYTE GEFORCE GT1030 2GB;;GT1030 2GB;;106,33;;6 MESES;;;
TARJETA MADRE;;;;;;;;;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 28/29;
;;;;;;;;;;;
;;;"HAZ TU PEDIDO Y ""CRECE CON NOSOTROS""";;;;;;;;
;;;;;;;;;;;
;;;;;;;;;FECHA: 08/05/2023;;
;;;;;;;;;;;
;;;;;;;;;;;
CODIGO;;DESCRIPCION;;MODELO;;PRECIO;;GARANTIA;;;
000000000165;;TARJETA MADRE ARKTEK AK H110M EG SOCKET 1151 (3m);;AK H110M;;62,28;;3 MESES;;;
000000000429;;"TARJETA MADRE ARKTEK AK-H61M LGA1155 2XDDR3 1600 4XSATA VGA
HDMI/VGA MICRO ATX 2DA-3RA GEN";;AK-H61M;;52,00;;6 MESES;;;
000000000338;;TARJETA MADRE ARKTEK AK-H81 INTEL LGA 1150 DDR3;;AK-H81M;;56,50;;6 MESES;;;
000000001391;;"TARJETA MADRE ASROCK H610M-HVS 12TH DDR4 3200mhz HDMI
M-ATX LGA 1700";;H610M-HVS 12TH DDR4;;92,93;;6 MESES;;;
000000001551;;"TARJETA MADRE ASROCK Z590/STEEL LEGEND INTEL 10TH/11TH PCIE
GEN3 X4 & SATA3 LGA 1200";;Z590 STEEL LEGEND;;141,75;;6 MESES;;;
000000001147;;"TARJETA MADRE ASROCK Z690M PHANTOM GAMING 4 DDR4 4800 M.2
HDMI LGA 1700 12-13GEN";;Z 690M PHANTOM GAM 4;;155,93;;6 MESES;;;
000000001674;;TARJETA MADRE ECS H510H6-M2 10MA 11VA DDR4 USB3.2;;H510H6-M2;;71,13;;12 MESES;;;
000000001673;;TARJETA MADRE ECS H610H7-M2 12TH DDR4 USB3.2;;H610H7-M2;;79,72;;12 MESES;;;
000000001577;;TARJETA MADRE GIGABYTE H610M H DDR4 M.2 HDMI M-ATX LGA 1700;;H610M H DDR4;;99,61;;6 MESES;;;
;;;;;;;;;;;
NOTA: PRECIOS VALIDOS SOLO POR 24 HORAS, LOS MISMOS PUEDEN VARIAR SIN VENTAS AL MAYOR , NO SE DEVUELVE DINERO UNA VEZ REALIZADA LA COMPRA;;;;;;;;;;;
;;;;;;;;;;;
GReport 1.1.3;;;;;;;;;;Página 29/29;
